"titre_clean","auteurs","annee_extrait","type_doc_std","mots_cles","methode_instruments","methode_analyse"
"paternal alcoholism, paternal absence and the development of problem behaviors in boys from age six to twelve years","Carbonneau, René / Tremblay, Richard E. / Vitaro, Frank / Dobkin, Patricia L. / Saucier, Jean-François / Pihl, Robert O.",1998,"Article","alcoolisme / père / monoparentalité / problème / comportement / garçon","- Short Michigan Alcoholism Screening Test (SMAST; Selzer, 1971; Selzer et al., 1975);- Preschool Behaviour Questionnaire (Behar and Stringfield, 1974; Tremblay et al., 1987).","Analyse statistique"
"concilier travail et vie familiale : le stress ressenti par les parents denfants dâge préscolaire","Royer, Nicole / Provost, Marc / Coutu, Sylvain",1998,"Autre","parent | parents / stress / conciliation / articulation travail-famille / enfant","- Inventaire des événements stressants;- Index de stress parental;- Questionnaire sur le soutien social;- Questionnaire sur les avantages et inconvénients de combiner travail et vie familiale.","Analyse statistique"
"perception de la participation du père à la vie familiale dans les familles manifestant des difficultés psychosociales : une étude exploratoire","Lacharité, Carl / Lachance, David",1998,"Autre","père / participation / perception / difficulté / engagement / enfant / âge préscolaire","« L’inventaire de participation à la vie familale (IPVF)(Lacharité, 1997) est un questionnaire de 20 énoncés décrivant différentes activités reliées aux soins typiques suscités par la présence d’un enfant âgé entre 2 et 7-8 ans et aux tâches domestiques. Ces énoncés sont tirés d’une entrevue structurée élaborée par Barnette et Baruch (1987). » (p. 138)","Analyse statistique"
"la théorie de lattachement résiste-t-elle au charme des pères? approche comparative des caractéristiques maternelles et paternelles durant la période dâge préscolaire","Dubeau, Diane / Moss, Ellen",1998,"Article","attachement / mère / père / âge préscolaire / interaction","- Q-sort sur la relation d’attachement (Waters et Deane, 1985);- Observation des interactions du parent avec son enfant.","Analyse statistique"
"linitiative 1, 2, 3 go! une approche écologique, communautaire, appropriative et promotionnelle du développement des enfants et une expérience en métissage des expertises","Bouchard, Camil",1998,"Autre","enfant / programme / communautaire / intervention / communauté",NA,"Réflexion critique"
"influence du mode de collaboration mère-enfant et du profil socio-affectif de lenfant sur la prédiction de ladaptation en milieu scolaire","Rousseau, Denise",1998,"Thèse/Mémoire","collaboration / mère / enfant / adaptation / école / trouble / comportement","- Tâche de collaboration mère-enfant (Gauvain et Rogoff, 1989);- Profil socio-affectif (PSA; LaFrenière, Dubeau, Janosz et Capuano, 1990);- Échelle de vocabulaire en image de Peabody (EVIP; Dunn, Thériault-Whalen et Whalen, 1993);- Questionnaire d’évaluation des comportements au primaire (QECP; Tremblay, Vitaro, Gagnon, Piché et Royer, 1992);- Échelle d’autocontrôle de Kendall (Kendall et Wilcox, 1979) .","Analyse statistique"
"childrens health actions within the context of daily living","Kalnins, Ilze / Jutras, Sylvie / Normandeau, Sylvie / Morin, Pauline",1998,"Article","santé / enfant / quotidien / promotion / comportement","Individual, structured, 30-minute interviews","Analyse de contenu, analyse statistique"
"la description des rôles et des responsabilités parentales au cours des différentes périodes du développement : le défi de lintégration du père","Dubeau, Diane / Moss, Ellen",1998,"Autre","paternité / père / développement / rôle / parent | parents",NA,"Analyse statistique, analyse de contenu"
"correlates of pre-partum depressive sympomatology: a multivariate analysis","Berthiaume, Marc / David, Hélène / Saucier, Jean-François / Borgeat, François",1998,"Article","dépression / périnatalité / femme / grossesse","- Short form of the Beck Depression Inventory (Beck et al., 1974);- Rosenberg Self-esteem Inventory (Rosenberg, 1965);- Bem Sex Role Inventory (Bem, 1974);- Dyadic Adjustment Scale (DAS; Spanier, 1976);- Social Support Questionnaire (Sarason et al., 1978);- Life Experience Survey (LES; Sarason et al., 1978);- Adapted version of the Perinatal Stress Scale (Smolla, 1988);- Work Involvement Scale (WIS; Pistrand, 1981);- Socio-demographic questionnaire.","Analyse statistique"
"influence du mode de collaboration mère-enfant et du profil socio-affectif de lenfant sur la prédiction de ladaptation en milieu scolaire","Rousseau, Denise",1998,"Thèse/Mémoire","collaboration / mère / enfant / adaptation / école / trouble / comportement","- Tâche de collaboration mère-enfant (Gauvain et Rogoff, 1989);- Profil socio-affectif (PSA; LaFrenière, Dubeau, Janosz et Capuano, 1990);- Échelle de vocabulaire en image de Peabody (EVIP; Dunn, Thériault-Whalen et Whalen, 1993);- Questionnaire d’évaluation des comportements au primaire (QECP; Tremblay, Vitaro, Gagnon, Piché et Royer, 1992);- Échelle d’autocontrôle de Kendall (Kendall et Wilcox, 1979) .","Analyse statistique"
"childrens health actions within the context of daily living","Kalnins, Ilze / Jutras, Sylvie / Normandeau, Sylvie / Morin, Pauline",1998,"Article","santé / enfant / quotidien / promotion / comportement","Individual, structured, 30-minute interviews","Analyse de contenu, analyse statistique"
"la description des rôles et des responsabilités parentales au cours des différentes périodes du développement : le défi de lintégration du père","Dubeau, Diane / Moss, Ellen",1998,"Autre","paternité / père / développement / rôle / parent | parents",NA,"Analyse statistique, analyse de contenu"
"correlates of pre-partum depressive sympomatology: a multivariate analysis","Berthiaume, Marc / David, Hélène / Saucier, Jean-François / Borgeat, François",1998,"Article","dépression / périnatalité / femme / grossesse","- Short form of the Beck Depression Inventory (Beck et al., 1974);- Rosenberg Self-esteem Inventory (Rosenberg, 1965);- Bem Sex Role Inventory (Bem, 1974);- Dyadic Adjustment Scale (DAS; Spanier, 1976);- Social Support Questionnaire (Sarason et al., 1978);- Life Experience Survey (LES; Sarason et al., 1978);- Adapted version of the Perinatal Stress Scale (Smolla, 1988);- Work Involvement Scale (WIS; Pistrand, 1981);- Socio-demographic questionnaire.","Analyse statistique"
"fonctionnement conjugal et interactions mère-enfant: le rôle du tempérament de lenfant","Robitaille, Julie",1998,"Thèse/Mémoire","relation / couple / interaction / enfant / tempérament / mère / comportement","- Codification en temps réel INTERACT des interactions mère-enfant en laboratoire;- Échelle d’ajustement dyadique (Spanier, 1976), traduit et validé (Baillargeon, Dubois et Marineau, 1986);- Spousal Emotional Support (SES; Tessier et al., 1992);- Toddler Behavior Assessment Questionnaire (TBAQ; Goldsmith, 1996).","Analyse statistique"
"soutien à la famille dorigine à la vie conjugale des couples homosexuels","Julien, Danielle",1998,"Autre","couple / homosexualité / réseau / union / satisfaction / stratégie",NA,"Analyse de contenu"
"étude rétrospective des facteurs de risque et des indices comportementaux précurseurs de filicide chez une cohorte de parents québécois","Dubé, Myriam",1998,"Thèse/Mémoire","risque / comportement / filicide / parent | parents / enfant","- Dossiers médicaux et légaux et divers quotidiens;- Grille multidimensionnelle du filicide parental.","Analyse de contenu"
"lorganisation cognitive du système dattachement et la prédiction des perceptions et des comportements de soutien social à ladolescence","Bernier, Annie / Larose, Simon / Boivin, Michel",1998,"Article","recherche / aide / étudiant | étudiante / pair / relation / parent | parents","- Entrevue sur l’Attachement à l’âge Adulte (EAA; George, Kaplan & Main, 1984)- Mesure des Perceptions de Soutien Spécifiques aux Événements préocupants (MPSS-E; Larose, 1994)- La Mesure d’Évaluation du Comportement de Recherche d’Aide (conçue pour la présente étude)- Le Test de Réactions et d’Adaptation au Collégial (TRAC; Larose & Roy, 1995; adapté par Larose & Bernier, 1994)","Analyse statistique"
"linteraction parent-enfant dans ladaptation socioémotionnelle du jeune enfant présentant une déficience intellectuelle ou un retard global de développement","Rivest, Christine / Proulx, Renée",1998,"Article","déficience intellectuelle / développement / enfant / parent | parents / interaction / adaptation / adaptation socioémotionnelle",NA,"Réflexion critique"
"étude de linteraction des facteurs de risque et de protection chez les jeunes enfants fréquentant un service dintervention précoce","Jourdan-Ionescu, Colette / Palacio-Quintin, Ercilia / Desaulnier, Renèle / Couture, Germain",1998,"Autre","interaction / protection / programme / clsc / adaptation / relation / enfant","Questionnaire, entrevues de groupe et individuelles, dessins d’enfants, évaluation du réseau de soutien social du parent, évaluation du réseau de soutien social de l’enfant, index de stress parental, matrice progressive de Raven, inventaire des problèmes de comportement de l’enfant, échelle de développement de Harvey, échelle globale de fonctionnement.",NA
"la sensibilité maternelle et les réactions de lenfant pendant la phase du visage impassible","Deslandes, Julie",1998,"Thèse/Mémoire","nouveau-né / sensibilité / réaction / mère / comportement","- Visite à domicile;- Tri-de-cartes de sensibilité maternelle (TCSM; Pederson, Moran, Sitko, Campbell, Chersquire et Acton, 1990);- Visite en laboratoire;- Schème de codification des visites.","Analyse statistique"
"contribution à un meilleur dépistage des enfants maltraités à laide de deux instruments de mesure : cap et tdvp","Beaumier, Marie",1998,"Thèse/Mémoire","maltraitance / dépistage / enfant / mère",NA,"Analyse statistique"
"the evaluation of franco-quebec victims of child sexual abuse and their mothers:the implementation of a standard assessment protocol","Wright, John / Friedrich, William N. / Cyr, Mireille / Thériault, Chantal / Perron, Alain / Lussier, Yvan / Sabourin, Stéphane",1998,"Article","agression sexuelle / enfant / mère / effet / évaluation / lanaudière / mauricie / protection","Instruments for victims :- The Child Sexual Behavior Inventory --version III (CSBI) to be completed by the mother or primary caretaker. This questionnaire assesses sexual bahavior in children aged 2 to 12 using data on CSA victims from at least 8 studies;- Child Behavior Checklist Parent Report Form (CBCL) measures the social competence and behavior problems of children aged 2 to 17;- Children’s Depression Inventory (CDI) measure of depression, developed for children aged 8 to 17;- The Trauma Symptom Checklist for Children (TSCC).Instruments for the mothers of victims :-  Psychiatric Symptom Index (PSI) evaluates symptoms of mental health disturbance in the week prior to the evaluation;- The Impact of Events Scale (IES) evaluate the severity of symptoms of post-traumatic stress on the dimensions of avoidance and intrusion;- An Adapatation of the Incest History Questionnaire assesses the family experiences of the mother during childhood and adolescence;- The Dyadic Adjustment Scale (DAS) is a measure of global couple adjustment;- The Parental Reaction to Abuse Disclosure Scale (PRADS) measures four dimensions of parental support following disclosure of sexual abuse.For youth protection workers :CSA assessment protocol: this 21 items instrument was developed by the present team to assess the worker’s level of satisfaction with various components of the assessment protocol.","Analyse statistique"
"siblings reports of conflict and the quality of their relationships","Rinaldi, Christina / Howe, Nina",1998,"Article","fratrie / conflit / relation / stratégie / qualité / enfant","- Sibling Relationship Questionnaire (SRQ) to determine their perceptions of the frequency of sibling conflict and the quality of their sibling relationship;- Sibling Conflict Strategies Interview (SCSI); 24 questions regarding the quality of sibling relations, and more specifically about the frequency of sibling conflict and the types of constructive and destructive resolution strategies.","Analyse statistique"
"la violence dans les relations amoureuses entre adolescents : une expérience dintervention auprès de jeunes mères","Hamel, Chantal / Côté, Josette",1998,"Article","jeune / mère / violence / relation / adolescent | adolescente / intervention",NA,NA
"lien entre le stess parental et le soutien social des parents ayant un enfant atteint de fibrose kystique","Deschesnes, Nathalie",1998,"Autre","maladie chronique / enfant / stress / fibrose kystique / soutien","- Questionnaire de renseignements sociodémographiques;- Inventaire de Stress Parental/Forme brève (Abidin, 1990);- Échelle de Soutien Social (Trivette et Dunst, 1988);- Inventaire sur l’Alliance Parentale (Abidin et Brunnet, 1988).","Analyse statistique"
"limplication de lenfant : sa place dans les réorganisation familiales","Barry, Suzanne",1998,"Autre","implication / enfant / place / transformation / séparation / divorce / médiation",NA,"Réflexion critique"
"lempathie des pères incestueux et des mères non abuseures : impact de la présence dune histoire dabus sexuel au cours de leur enfance","Turcotte, Yvan",1998,"Thèse/Mémoire","agression sexuelle / empathie / mère / père / inceste","- Questionnaire d’empathie émotionnelles, traduction du Questionnaire Measure of Emotional Empathy (QMEE; Mehrabian et Epstein, 1972) (Étude 1);- Inventaire de la personnalité NEO (Costa et McCrae, 1985), version abrégée traduite par Sabourin et Lussier (1991) (Études 1 et 2);- Index des symptômes psychologiques (ISP; Ilfeld, 1976), version abrégée et adaptée (Derogatis, Lipman, Uhlenhuth et Covi, 1974) (Études 1 et 2);- Échelle d’estime de soi (Rosenberg, 1965), traduite par Vallière et Vallerant (1990) (Études 1 et 2);- Questionnaire d’empathie (Davis, 1980), traduit et adapté (Lussier, 1996) (Étude 2).","Analyse statistique"
"quelques défis et besoins des parents de jeunes enfants qui présentent une déficience intellectuelle ou un retard global de développement","Proulx, Renée / Rivest, Christine / Bargiel, Lucille",1998,"Article","parent | parents / enfant / déficience intellectuelle / besoin / développement","« Rencontre visant à explorer les défis et les besoins des familles dont l’enfant présente une déficience intellectuelle au cours des cinq premières années de la vie de l’enfant. » (p. 29)","Analyse de contenu"
"la relation entre la psychopathologie, lattachement mère-enfant et la perception de soi des enfants de huit ans et demi","Guerra, Isabelle",1998,"Thèse/Mémoire","attachement / psychopathologie / enfant / mère","- Observations en laboratoire de réunions mère-enfant et classification de l’attachement selon les critères d’évaluation de Cassidy et Marvin (1992);- Test Dominique (Valla, Bergeron, Bérubé, Gaudet et St-Georges, 1990);- Child Behavior Checklist, version française (CBCL; Achenbach et Edelbrock, 1983);- Questionnaire d’évaluation des comportements au primaire (QECP; Tremblay, Vitaro, Gagnon, Piché et Royer, 1992);- Self-Perception Profile for Children, version française (Harter, 1982).","Analyse statistique"
"difficultés relationnelles vécues par les gais et lesbiennes dans leur famille dorigine : observations cliniques","De Montigny, Johanne",1998,"Autre","parent | parents / enfant / relation / homosexualité / difficulté",NA,"Réflexion critique"
"les programmes ayant trait à la paternité dans la grande région de montréal : une analyse écologique","Arama, Dominique",1998,"Thèse/Mémoire","paternité / père / éducation / intervention / programme / promotion / soutien","« Une liste des informations à recueillir est préalablement expédiée aux participant quelques jours avant l’entrevue. Un guide d’entrevue composé majoritairement de questions ouvertes consitue l’instrument utilisé pour réaliser les entrevues. » (p. 76)","Analyse de contenu"
"évaluation de limplication des parents dans la prévention des abus sexuels auprès des enfants","Tremblay, Claudia",1998,"Thèse/Mémoire","enfant / mère / agression sexuelle / prévention / implication / formation","2 questionnaires","Analyse statistique"
"québécois, haitian, and vietnamese mothers report of infant temperament","Pomerleau, Andrée / Sabatier, Colette / Malcuit, Gérard",1998,"Article","nourrisson / antilles / asie / montréal / origine / tempérament / interaction / environnement","Questionnaire",NA
"lintervention clinique communautaire : les familles en détresse","Guay, Jérôme",1998,"Autre","modèle / clinique / communautaire / intervention / service / thérapie",NA,"Réflexion critique"
"adolescents closeness with parents, siblings, and friends in three countries: canada, belgium, and italy","Claes, Michel",1998,"Article","adolescent | adolescente / amitié / europe / relation","Semi-structured individual interviews","Analyse statistique"
"the influence of big brothers on the separation-individuation of adolescents from single-parent families","Saintonge, Serge / Achille, Pier-Angelo / Lachance, Lise",1998,"Article","adolescent | adolescente / monoparentalité / père / séparation","- « A French-Canadian adptation of the Separation-Individuation Test of adolescence (SITA; Levine, Green + Millon, 198; Levine + Saintonge, 1993) validated by Saintonge and Lachance, (1995). » (p. 345)","Analyse statistique"
"le lien entre le fardeau et la culpabilité chez les aidants naturels qui ont placé en chsld un parent âgé souffrant de problèmes cognitifs","Lafleur, Isabelle",1998,"Thèse/Mémoire","proche aidant | proche aidante / personne âgée / cognition / institutionnalisation","- Burden Interview (BI; Zarit, Orr et Zarit, 1985);- Caregiver Burden Inventory (CBI; Novak et Guest, 1989);- Questionnaire du Mullan (1992) sur la culpabilité des aidants qui placent un parent en institution;- Échelle de dépression gériatrique (EDG; Yesavage et al., 1983);- Mesure du réseau de soutien social (Rousseau et Dubé, 1991);- Inventaire révisé des problèmes de comportement et de mémoire (Hébert et al., 1993), traduction adaptée du Revised Memory and Behavior Problems Checklist (RMBPC; Teri et al., 1992);- Questionnaire de données socio-démographique.","Analyse statistique"
"lefficacité de programmes de prévention de la toxicomanie axés sur les familles","Dufour, Magali H. / Nadeau, Louise",1998,"Article","prévention / toxicomanie / consommation / information / programme",NA,"Analyse de contenu"
"paternal alcoholism, paternal absence and the development of problem behaviors in boys from age six to twelve years","Carbonneau, René / Tremblay, Richard E. / Vitaro, Frank / Dobkin, Patricia L. / Saucier, Jean-François / Pihl, Robert O.",1998,"Article","alcoolisme / père / monoparentalité / problème / comportement / garçon","- Short Michigan Alcoholism Screening Test (SMAST; Selzer, 1971; Selzer et al., 1975);- Preschool Behaviour Questionnaire (Behar and Stringfield, 1974; Tremblay et al., 1987).","Analyse statistique"
"concilier travail et vie familiale : le stress ressenti par les parents denfants dâge préscolaire","Royer, Nicole / Provost, Marc / Coutu, Sylvain",1998,"Autre","parent | parents / stress / conciliation / articulation travail-famille / enfant","- Inventaire des événements stressants;- Index de stress parental;- Questionnaire sur le soutien social;- Questionnaire sur les avantages et inconvénients de combiner travail et vie familiale.","Analyse statistique"
"perception de la participation du père à la vie familiale dans les familles manifestant des difficultés psychosociales : une étude exploratoire","Lacharité, Carl / Lachance, David",1998,"Autre","père / participation / perception / difficulté / engagement / enfant / âge préscolaire","« L’inventaire de participation à la vie familale (IPVF)(Lacharité, 1997) est un questionnaire de 20 énoncés décrivant différentes activités reliées aux soins typiques suscités par la présence d’un enfant âgé entre 2 et 7-8 ans et aux tâches domestiques. Ces énoncés sont tirés d’une entrevue structurée élaborée par Barnette et Baruch (1987). » (p. 138)","Analyse statistique"
"la théorie de lattachement résiste-t-elle au charme des pères? approche comparative des caractéristiques maternelles et paternelles durant la période dâge préscolaire","Dubeau, Diane / Moss, Ellen",1998,"Article","attachement / mère / père / âge préscolaire / interaction","- Q-sort sur la relation d’attachement (Waters et Deane, 1985);- Observation des interactions du parent avec son enfant.","Analyse statistique"
"linitiative 1, 2, 3 go! une approche écologique, communautaire, appropriative et promotionnelle du développement des enfants et une expérience en métissage des expertises","Bouchard, Camil",1998,"Autre","enfant / programme / communautaire / intervention / communauté",NA,"Réflexion critique"
"influence du mode de collaboration mère-enfant et du profil socio-affectif de lenfant sur la prédiction de ladaptation en milieu scolaire","Rousseau, Denise",1998,"Thèse/Mémoire","collaboration / mère / enfant / adaptation / école / trouble / comportement","- Tâche de collaboration mère-enfant (Gauvain et Rogoff, 1989);- Profil socio-affectif (PSA; LaFrenière, Dubeau, Janosz et Capuano, 1990);- Échelle de vocabulaire en image de Peabody (EVIP; Dunn, Thériault-Whalen et Whalen, 1993);- Questionnaire d’évaluation des comportements au primaire (QECP; Tremblay, Vitaro, Gagnon, Piché et Royer, 1992);- Échelle d’autocontrôle de Kendall (Kendall et Wilcox, 1979) .","Analyse statistique"
"childrens health actions within the context of daily living","Kalnins, Ilze / Jutras, Sylvie / Normandeau, Sylvie / Morin, Pauline",1998,"Article","santé / enfant / quotidien / promotion / comportement","Individual, structured, 30-minute interviews","Analyse de contenu, analyse statistique"
"la description des rôles et des responsabilités parentales au cours des différentes périodes du développement : le défi de lintégration du père","Dubeau, Diane / Moss, Ellen",1998,"Autre","paternité / père / développement / rôle / parent | parents",NA,"Analyse statistique, analyse de contenu"
"correlates of pre-partum depressive sympomatology: a multivariate analysis","Berthiaume, Marc / David, Hélène / Saucier, Jean-François / Borgeat, François",1998,"Article","dépression / périnatalité / femme / grossesse","- Short form of the Beck Depression Inventory (Beck et al., 1974);- Rosenberg Self-esteem Inventory (Rosenberg, 1965);- Bem Sex Role Inventory (Bem, 1974);- Dyadic Adjustment Scale (DAS; Spanier, 1976);- Social Support Questionnaire (Sarason et al., 1978);- Life Experience Survey (LES; Sarason et al., 1978);- Adapted version of the Perinatal Stress Scale (Smolla, 1988);- Work Involvement Scale (WIS; Pistrand, 1981);- Socio-demographic questionnaire.","Analyse statistique"
"fonctionnement conjugal et interactions mère-enfant: le rôle du tempérament de lenfant","Robitaille, Julie",1998,"Thèse/Mémoire","relation / couple / interaction / enfant / tempérament / mère / comportement","- Codification en temps réel INTERACT des interactions mère-enfant en laboratoire;- Échelle d’ajustement dyadique (Spanier, 1976), traduit et validé (Baillargeon, Dubois et Marineau, 1986);- Spousal Emotional Support (SES; Tessier et al., 1992);- Toddler Behavior Assessment Questionnaire (TBAQ; Goldsmith, 1996).","Analyse statistique"
"soutien à la famille dorigine à la vie conjugale des couples homosexuels","Julien, Danielle",1998,"Autre","couple / homosexualité / réseau / union / satisfaction / stratégie",NA,"Analyse de contenu"
"étude rétrospective des facteurs de risque et des indices comportementaux précurseurs de filicide chez une cohorte de parents québécois","Dubé, Myriam",1998,"Thèse/Mémoire","risque / comportement / filicide / parent | parents / enfant","- Dossiers médicaux et légaux et divers quotidiens;- Grille multidimensionnelle du filicide parental.","Analyse de contenu"
"lorganisation cognitive du système dattachement et la prédiction des perceptions et des comportements de soutien social à ladolescence","Bernier, Annie / Larose, Simon / Boivin, Michel",1998,"Article","recherche / aide / étudiant | étudiante / pair / relation / parent | parents","- Entrevue sur l’Attachement à l’âge Adulte (EAA; George, Kaplan & Main, 1984)- Mesure des Perceptions de Soutien Spécifiques aux Événements préocupants (MPSS-E; Larose, 1994)- La Mesure d’Évaluation du Comportement de Recherche d’Aide (conçue pour la présente étude)- Le Test de Réactions et d’Adaptation au Collégial (TRAC; Larose & Roy, 1995; adapté par Larose & Bernier, 1994)","Analyse statistique"
"participation de la famille : quen pensent les personnes hospitalisées en psychiatrie?","Paquin, Geneviève / Kennedy, Suzanne / Perreault, Michel / Tardif, Hélène",1997,"Article","psychiatrie / hôpital / soin / traitement / participation","Entrevues individuelles semi-structurées","Analyse de contenu, analyse statistique"
"le programme harmonie : évaluation de limpact dun programme denrichissement familial sur des mères ayant un jeune enfant","Lacharité, Carl / Daigneault, Michel",1997,"Article","compétence / âge préscolaire / programme / intervention / responsabilité","- Index de Stress Parental/Forme Brève (Abidin, 1990a);- Questionnaire d’auto-évaluation de la compétence éducative parentale (QAECEP) par Gibaud-Wallston (1977), traduit par Terrisse et Trudelle (1988);- Inventaire de participation à la vie familiale (IPVF) de Barnett et Baruch (1987) et adapté à une population québécoise par Lacharité (1992).","Analyse statistique"
"lien entre le stress parental et le soutien social des parents ayant un enfant atteint de fibrose kystique","Deschesnes, Nathalie",1997,"Thèse/Mémoire","fibrose kystique / maladie / stress / parent | parents / soutien","- Questionnaire de renseignements socio-démographiques;- Inventaire de Stress Parental/Forme brève (Abidin, 1990);- Échelle de soutien social (Tivette et Dunst, 1988);- Inventaire sur l’Alliance Parentale (Abindin et Brunner, 1988).","Analyse statistique"
"la différence sexuelle au risque de la parenté","Apollon, Willy",1997,"Autre","psychanalyse / couple / parenté / différence / sexualité / mère / père",NA,"Réflexion critique"
"facteurs sociaux de risque et facteurs de protection dans le développement cognitif de lenfant","Palacio-Quintin, Ercilia",1997,"Autre","risque / protection / développement cognitif / enfant",NA,"Analyse statistique, analyse de contenu"
"mutual help in relation to health: the experience of children","Jutras, Sylvie / Normandeau, Sylvie / Kalnins, Ilze",1997,"Article","aide / enfant / santé / promotion","Structured Interview","Analyse de contenu"
"young adults from divorces and intact families: perceptions about preferred custodial arrangements","Derevensky, Jeffrey L. / Deschamps, Lisa",1997,"Article","jeune adulte / divorce / garde","Questionnaire en trois parties avec des échelles de type Likert","Analyse statistique"
"problématique de la recherche sur les discours et les structures familiales","Apollon, Willy",1997,"Article","parenté / discours / psychanalyse / recherche","Questionnaire de 132 questions","Analyse"
"pour mieux comprendre la différence : une étude sur les besoins des personnes ayant une déficience intellectuelle et sur ceux de leurs proches","Perreault, Kathy",1997,"Autre","déficience intellectuelle / besoin / service / programme / enfant / accessibilité / satisfaction","Guide d’entretien semi-directif","Analyse de contenu"
"comparaison des modèles prédicteurs de deux formes de conduites parentales à caractère violent: la violence physique mineure et lagression verbale /symbolique","Laferrière, Sylvie",1997,"Thèse/Mémoire","comparaison / modèle / conduite / violence / enfant / parent | parents / risque","- La fiche d’identification des membres du ménage permet d’établir la liste des membres du ménage ainsi que leurs caractéristiques d’âge, de sexe et de lien de parenté;- Le Questionnaire rempli par l’intervieweur (QRI) vise à recueillir des renseignements portant sur chacune des personnes au foyer;- Le Questionnaire auto-administré (QAA) permet d’évaluer les habitudes de vie et la santé physique et mentale de la personne qui le complète;- Le CAGE qui vise à identifier les personnes présentant une consommation problématique d’alcool;- L’Indice de détresse psychologique de l’enquête Santé Québec (IDPESQ-14) permet de mesurer la détresse psychologique;- Questionnaire sur la résolution de conflit (QRC) version adpatée du Conflict Tactics Scale (CTS) qui a trait à la mesure épidémiologique du phénomène de la violence intrafamiliale.","Analyse statistique"
"mother-son interactions in disruptive and nondisruptive adolescent sons of male alcoholics and controls","Dobkin, Patricia L. / Charlebois, Pierre / Tremblay, Richard E.",1997,"Article","mère / fils / alcoolisme / père / comportement / problème / interaction","- Short Behavior Questionnaire (SBQ) (Tremblay et al. 1991);- Short Michigan Alcohol Screening Test (SMAST) (Selzer, 1971; Selzer et al. 1975).","Analyse statistique"
"promotion du rôle des pères. inventaire des ressources et projets dintervention spécifiques à la paternité au québec","Arama, Dominique",1997,"Autre","père / intervention / paternité / ressource","Questionnaire inspiré de la Recension des programmes ayant trait à la paternité dans la grande région de Montréal (Arama, 1996).","Analyse de contenu par catégorisation"
"participation de la famille : quen pensent les personnes hospitalisées en psychiatrie?","Paquin, Geneviève / Kennedy, Suzanne / Perreault, Michel / Tardif, Hélène",1997,"Article","psychiatrie / hôpital / soin / traitement / participation","Entrevues individuelles semi-structurées","Analyse de contenu, analyse statistique"
"le programme harmonie : évaluation de limpact dun programme denrichissement familial sur des mères ayant un jeune enfant","Lacharité, Carl / Daigneault, Michel",1997,"Article","compétence / âge préscolaire / programme / intervention / responsabilité","- Index de Stress Parental/Forme Brève (Abidin, 1990a);- Questionnaire d’auto-évaluation de la compétence éducative parentale (QAECEP) par Gibaud-Wallston (1977), traduit par Terrisse et Trudelle (1988);- Inventaire de participation à la vie familiale (IPVF) de Barnett et Baruch (1987) et adapté à une population québécoise par Lacharité (1992).","Analyse statistique"
"lien entre le stress parental et le soutien social des parents ayant un enfant atteint de fibrose kystique","Deschesnes, Nathalie",1997,"Thèse/Mémoire","fibrose kystique / maladie / stress / parent | parents / soutien","- Questionnaire de renseignements socio-démographiques;- Inventaire de Stress Parental/Forme brève (Abidin, 1990);- Échelle de soutien social (Tivette et Dunst, 1988);- Inventaire sur l’Alliance Parentale (Abindin et Brunner, 1988).","Analyse statistique"
"la différence sexuelle au risque de la parenté","Apollon, Willy",1997,"Autre","psychanalyse / couple / parenté / différence / sexualité / mère / père",NA,"Réflexion critique"
"facteurs sociaux de risque et facteurs de protection dans le développement cognitif de lenfant","Palacio-Quintin, Ercilia",1997,"Autre","risque / protection / développement cognitif / enfant",NA,"Analyse statistique, analyse de contenu"
"mutual help in relation to health: the experience of children","Jutras, Sylvie / Normandeau, Sylvie / Kalnins, Ilze",1997,"Article","aide / enfant / santé / promotion","Structured Interview","Analyse de contenu"
"young adults from divorces and intact families: perceptions about preferred custodial arrangements","Derevensky, Jeffrey L. / Deschamps, Lisa",1997,"Article","jeune adulte / divorce / garde","Questionnaire en trois parties avec des échelles de type Likert","Analyse statistique"
"problématique de la recherche sur les discours et les structures familiales","Apollon, Willy",1997,"Article","parenté / discours / psychanalyse / recherche","Questionnaire de 132 questions","Analyse"
"access by noncustodial parents: effects upon childrens postdivorce coping resources","Pagani-Kurtz, Linda S. / Derevensky, Jeffrey L.",1997,"Article","coping / visite / divorce / estime de soi / garde","- Family Background Survey [FBS] (Krutz + Derevensky, 1993);- Harter Self-Perception Profile for Children [HSPP] (Harter, 1985);- Overt Marital Hostility Scale [OPS] (Porter +O »Leary, 1980).","Analyse statistique"
"la psychologie familiale des gais et des lesbiennes : perspectives de la tradition scientifique nord-américaine","Julien, Danielle / Chartrand, Élise",1997,"Article","homosexualité / psychologie / lesbienne / changement / amérique du nord",NA,"Analyse de contenu"
"lintervention en situation de crise en protection de la jeunesse : le point de vue de lintervenant-e","Dagenais, Christian / Turner, Julie",1997,"Autre","crise / intervention / intervenant | intervenante / négligence / abus / enfant","- « Représentation graphique des principaux éléments qui caractérisent l’intervention en situation de crise » (p. 4);- Entrevues individuelles en profondeur au sujet de trois interventions récentes.","Analyse de contenu"
"la thérapie familiale apprivoisée","Villeneuve, Claude / Toharia, Angeles",1997,"Autre","thérapie familiale / limite / impact / clinique / santé mentale",NA,"Analyse théorique, réflexion critique"
